Governorate,City,District,Town
محافظة الحسكة,القامشلي,عامودا,قليعة
محافظة الحسكة,القامشلي,عامودا,راية قبلي
محافظة الحسكة,القامشلي,عامودا,راية خليل
محافظة الحسكة,القامشلي,عامودا,ريحانية
محافظة الحسكة,القامشلي,عامودا,صباحية
محافظة الحسكة,القامشلي,عامودا,سرادق
محافظة الحسكة,القامشلي,عامودا,صفيرة
محافظة الحسكة,القامشلي,عامودا,شجرة
محافظة الحسكة,القامشلي,عامودا,تل أحمر
محافظة الحسكة,القامشلي,عامودا,تل عربيد
محافظة الحسكة,القامشلي,عامودا,تل أسود
محافظة الحسكة,القامشلي,عامودا,تل عشق
محافظة الحسكة,القامشلي,عامودا,تل حبش
محافظة الحسكة,القامشلي,عامودا,تل خالد
محافظة الحسكة,القامشلي,عامودا,تل خنزير
محافظة الحسكة,القامشلي,عامودا,تليل
محافظة الحسكة,القامشلي,عامودا,طور إلياس
محافظة الحسكة,القامشلي,عامودا,أم العنب
محافظة الحسكة,القامشلي,عامودا,أم الربيع
محافظة الحسكة,القامشلي,عامودا,بستان فوقاني
محافظة الحسكة,القامشلي,عامودا,خربة غزال فوقاني
محافظة الحسكة,القامشلي,عامودا,الوردية
محافظة الحسكة,القامشلي,عامودا,راية غربي
محافظة الحسكة,القامشلي,القحطانية,أبطخ فوقاني (حريث)
محافظة الحسكة,القامشلي,القحطانية,الأبيطخ
محافظة الحسكة,القامشلي,القحطانية,أبو غدير
محافظة الحسكة,القامشلي,القحطانية,السيد (كندك سيد)
محافظة الحسكة,القامشلي,القحطانية,بليج
محافظة الحسكة,القامشلي,القحطانية,بياندور
محافظة الحسكة,القامشلي,القحطانية,بيازة كبيرة
محافظة الحسكة,القامشلي,القحطانية,خزنة كبيرة
محافظة الحسكة,القامشلي,القحطانية,ليلان كبير
محافظة الحسكة,القامشلي,القحطانية,البشيرية
محافظة الحسكة,القامشلي,القحطانية,البوير
محافظة الحسكة,القامشلي,القحطانية,الأحيمر
محافظة الحسكة,القامشلي,القحطانية,حبيس
محافظة الحسكة,القامشلي,القحطانية,حلوة
محافظة الحسكة,القامشلي,القحطانية,الكريمة
محافظة الحسكة,القامشلي,القحطانية,خراب العبد
محافظة الحسكة,القامشلي,القحطانية,خربة الطير
محافظة الحسكة,القامشلي,القحطانية,خربة الذيبة
محافظة الحسكة,القامشلي,القحطانية,خربة خليل
محافظة الحسكة,القامشلي,القحطانية,خربة ذيابية
محافظة الحسكة,القامشلي,القحطانية,خويتلة الجوالة
محافظة الحسكة,القامشلي,القحطانية,بيازة صغيرة
محافظة الحسكة,القامشلي,القحطانية,غريقة تحتاني
محافظة الحسكة,القامشلي,القحطانية,خويتلة السفلي
محافظة الحسكة,القامشلي,القحطانية,سيحة جديدة تحتاني
محافظة الحسكة,القامشلي,القحطانية,قطبة تحتاني
محافظة الحسكة,القامشلي,القحطانية,العرجة الغربية
محافظة الحسكة,القامشلي,القحطانية,محركان
محافظة الحسكة,القامشلي,القحطانية,ملاعباس
محافظة الحسكة,القامشلي,القحطانية,المناذرة
محافظة الحسكة,القامشلي,القحطانية,المندوب
محافظة الحسكة,القامشلي,القحطانية,مرجانة
محافظة الحسكة,القامشلي,القحطانية,مشيرفة
محافظة الحسكة,القامشلي,القحطانية,نبوعة
محافظة الحسكة,القامشلي,القحطانية,القحطانية
محافظة الحسكة,القامشلي,القحطانية,قطبة
محافظة الحسكة,القامشلي,القحطانية,روتان
محافظة الحسكة,القامشلي,القحطانية,صافية
محافظة الحسكة,القامشلي,القحطانية,الشلهومية
محافظة الحسكة,القامشلي,القحطانية,سحيل
محافظة الحسكة,القامشلي,القحطانية,صوفية
محافظة الحسكة,القامشلي,القحطانية,سوقية
محافظة الحسكة,القامشلي,القحطانية,تل برهم
محافظة الحسكة,القامشلي,القحطانية,تل بري
محافظة الحسكة,القامشلي,القحطانية,تل السيد
محافظة الحسكة,القامشلي,القحطانية,تل جهاد
محافظة الحسكة,القامشلي,القحطانية,تل خرنوب
محافظة الحسكة,القامشلي,القحطانية,تل خاتون
محافظة الحسكة,القامشلي,القحطانية,تل عودة
محافظة الحسكة,القامشلي,القحطانية,تل شعير
محافظة الحسكة,القامشلي,القحطانية,تل صراة
محافظة الحسكة,القامشلي,القحطانية,تل زيوان
محافظة الحسكة,القامشلي,القحطانية,التنورية
محافظة الحسكة,القامشلي,القحطانية,طويل
محافظة الحسكة,القامشلي,القحطانية,الثلجة
محافظة الحسكة,القامشلي,القحطانية,أم جفار
محافظة الحسكة,القامشلي,القحطانية,أم كرين
محافظة الحسكة,القامشلي,القحطانية,غريقة فوقاني
محافظة الحسكة,القامشلي,القحطانية,سيحة فوقاني
محافظة الحسكة,القامشلي,القحطانية,الوعرة
محافظة الحسكة,القامشلي,القحطانية,زورافا
محافظة الحسكة,القامشلي,القحطانية,الإحساء
محافظة الحسكة,القامشلي,القحطانية,الأرض
محافظة الحسكة,القامشلي,القحطانية,الأرقم
محافظة الحسكة,القامشلي,القحطانية,البارة الكبيرة
محافظة الحسكة,القامشلي,القحطانية,البتراء
محافظة الحسكة,القامشلي,القحطانية,التيماء
محافظة الحسكة,القامشلي,القحطانية,الجبل
محافظة الحسكة,القامشلي,القحطانية,الحرمون
محافظة الحسكة,القامشلي,القحطانية,الحضر
محافظة الحسكة,القامشلي,القحطانية,الحيرة
محافظة الحسكة,القامشلي,القحطانية,الدرك
محافظة الحسكة,القامشلي,القحطانية,الرمثة
محافظة الحسكة,القامشلي,القحطانية,الرها
محافظة الحسكة,القامشلي,القحطانية,السنابل
محافظة الحسكة,القامشلي,القحطانية,الشور
محافظة الحسكة,القامشلي,القحطانية,العرين
محافظة الحسكة,القامشلي,القحطانية,المرج
محافظة الحسكة,القامشلي,القحطانية,الوليد
محافظة الحسكة,القامشلي,القحطانية,أبو حجيرة تحتاني
محافظة الحسكة,القامشلي,القحطانية,أبو حجيرة فوقاني
محافظة الحسكة,القامشلي,القحطانية,أبو فرع
محافظة الحسكة,القامشلي,القحطانية,أبو كبرة
محافظة الحسكة,القامشلي,القحطانية,أرز
محافظة الحسكة,القامشلي,القحطانية,أم حجرة
محافظة الحسكة,القامشلي,القحطانية,أم عظام جوالة
محافظة الحسكة,القامشلي,القحطانية,أم عظام حريث
محافظة الحسكة,القامشلي,القحطانية,أم كرينات
محافظة الحسكة,القامشلي,القحطانية,تشرين
محافظة الحسكة,القامشلي,القحطانية,تل المطر
محافظة الحسكة,القامشلي,القحطانية,ثورية
محافظة الحسكة,القامشلي,القحطانية,حسناء
محافظة الحسكة,القامشلي,القحطانية,حلوة البرية
محافظة الحسكة,القامشلي,القحطانية,خريجة
محافظة الحسكة,القامشلي,القحطانية,خزامى
محافظة الحسكة,القامشلي,القحطانية,سبأ
محافظة الحسكة,القامشلي,القحطانية,سمير
محافظة الحسكة,القامشلي,القحطانية,فارس كبير
محافظة الحسكة,القامشلي,القحطانية,لزاكة
محافظة الحسكة,القامشلي,القحطانية,محمد ذياب فوقاني
محافظة الحسكة,القامشلي,القحطانية,مشيرفة جراح
محافظة الحسكة,القامشلي,القحطانية,مشيرفة صالح
محافظة الحسكة,القامشلي,القحطانية,وهران
محافظة القنيطرة,فيق,مركز فيق السكانية,صيدا
محافظة القنيطرة,فيق,مركز فيق السكانية,رزانية صيدا
محافظة القنيطرة,فيق,البطيحة,ناحية البطيحة
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,بئر عجم
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,بريقة
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,الحميدية
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,القحطانية
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,القنيطرة
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,رويحينة
محافظة القنيطرة,القنيطرة,مركز القنيطرة السكانية,الصمدانية الغربية
محافظة القنيطرة,القنيطرة,الخشنية السكانية,أصبح
محافظة القنيطرة,القنيطرة,الخشنية السكانية,البصة الشرقية - عين القاضي
محافظة القنيطرة,القنيطرة,الخشنية السكانية,عين التينة
محافظة القنيطرة,القنيطرة,الخشنية السكانية,العشة
محافظة القنيطرة,القنيطرة,الخشنية السكانية,غدير البستان
محافظة القنيطرة,القنيطرة,الخشنية السكانية,الهجة
محافظة القنيطرة,القنيطرة,الخشنية السكانية,كودنة
محافظة القنيطرة,القنيطرة,الخشنية السكانية,المعلقة
محافظة القنيطرة,القنيطرة,الخشنية السكانية,منشية سويسة
محافظة القنيطرة,القنيطرة,الخشنية السكانية,قرقس
محافظة القنيطرة,القنيطرة,الخشنية السكانية,القصبية
محافظة القنيطرة,القنيطرة,الخشنية السكانية,الرفيد
محافظة القنيطرة,القنيطرة,الخشنية السكانية,سويسة
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,أيوبا
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,البعث
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,الصمدانية الشرقية
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,حضر
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,حلس
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,الحرية
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,جبا
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,جباتا الخشب
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,الخالدية
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,خان أرنبة
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,كوم الباشا
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,كوم الويسة - مرج برغوث
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,مسحرة
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,ممتنة
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,نبع الصخر
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,أوفانيا
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,طرنجة
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,أم باطنة
محافظة القنيطرة,القنيطرة,خان أرنبة السكانية,المنصور
محافظة القنيطرة,القنيطرة,مسعدة,مسعدة
محافظة القنيطرة,القنيطرة,مسعدة,مجدل شمس
محافظة القنيطرة,القنيطرة,مسعدة,عين قنية
محافظة القنيطرة,القنيطرة,مسعدة,بقعاثا
محافظة القنيطرة,القنيطرة,مسعدة,الغجر
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الجانودية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,العالية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,بلميس
محافظة إدلب,جسر الشغور,مركز جسر الشغور,بكفلا
محافظة إدلب,جسر الشغور,مركز جسر الشغور,البشرية (بللو)
محافظة إدلب,جسر الشغور,مركز جسر الشغور,بطيباط
محافظة إدلب,جسر الشغور,مركز جسر الشغور,بزيت
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الدغالي
محافظة إدلب,جسر الشغور,مركز جسر الشغور,المرج الأخضر الشرقي
محافظة إدلب,جسر الشغور,مركز جسر الشغور,عين الحمراء
محافظة إدلب,جسر الشغور,مركز جسر الشغور,عين السودة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,إشتبرق
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الفريكة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,غانية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الغسانية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,حللوز
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الحسينية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,جنة القرى
محافظة إدلب,جسر الشغور,مركز جسر الشغور,جسر الشغور
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الكفير
محافظة إدلب,جسر الشغور,مركز جسر الشغور,كنيسة نخلة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,المعلقة (بشلامون)
محافظة إدلب,جسر الشغور,مركز جسر الشغور,مرج الزهور
محافظة إدلب,جسر الشغور,مركز جسر الشغور,المطلة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,المنطار
محافظة إدلب,جسر الشغور,مركز جسر الشغور,المشيرفة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,القيسية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الروضة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,سبيلة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,الصالحية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,سلي
محافظة إدلب,جسر الشغور,مركز جسر الشغور,السكرية
محافظة إدلب,جسر الشغور,مركز جسر الشغور,تل أعور
محافظة إدلب,جسر الشغور,مركز جسر الشغور,تل حمكي
محافظة إدلب,جسر الشغور,مركز جسر الشغور,أم الغار
محافظة إدلب,جسر الشغور,مركز جسر الشغور,أم الريش
محافظة إدلب,جسر الشغور,مركز جسر الشغور,شيخ سنديان فوقاني
محافظة إدلب,جسر الشغور,مركز جسر الشغور,شغور فوقاني
محافظة إدلب,جسر الشغور,مركز جسر الشغور,وطبة
محافظة إدلب,جسر الشغور,مركز جسر الشغور,المرج الأخضر الغربي
محافظة إدلب,جسر الشغور,مركز جسر الشغور,العرين
محافظة إدلب,جسر الشغور,مركز جسر الشغور,شغور تحتاني
محافظة إدلب,جسر الشغور,بداما,أرملا
محافظة إدلب,جسر الشغور,بداما,بداما
محافظة إدلب,جسر الشغور,بداما,بكسريا
محافظة إدلب,جسر الشغور,بداما,عين البيضا
محافظة إدلب,جسر الشغور,بداما,حنبوشية
محافظة إدلب,جسر الشغور,بداما,خربة الجوز
محافظة إدلب,جسر الشغور,بداما,الكندة
محافظة إدلب,جسر الشغور,بداما,مرعند
محافظة إدلب,جسر الشغور,بداما,الناجية
محافظة إدلب,جسر الشغور,بداما,الرملية
محافظة إدلب,جسر الشغور,بداما,الشاتورية
محافظة إدلب,جسر الشغور,بداما,تفاحية
محافظة إدلب,جسر الشغور,بداما,اليونسية
محافظة إدلب,جسر الشغور,بداما,شيخ سنديان تحتاني
محافظة إدلب,جسر الشغور,دركوش,عامود
محافظة إدلب,جسر الشغور,دركوش,العدنانية فرجين
محافظة إدلب,جسر الشغور,دركوش,دركوش
محافظة إدلب,جسر الشغور,دركوش,دير عثمان
محافظة إدلب,جسر الشغور,دركوش,الدرية
محافظة إدلب,جسر الشغور,دركوش,الغزالة مغيدلة
محافظة إدلب,جسر الشغور,دركوش,الجميلية
محافظة إدلب,جسر الشغور,دركوش,المطلة بطلايا
محافظة إدلب,جسر الشغور,دركوش,المعزولة
محافظة إدلب,جسر الشغور,دركوش,مريمين
محافظة إدلب,جسر الشغور,دركوش,الرمادية
محافظة إدلب,جسر الشغور,دركوش,السعدية (بسندتيا)
محافظة إدلب,جسر الشغور,دركوش,السوادية (نبهان)
محافظة إدلب,جسر الشغور,دركوش,الشيخ عيسى العاشوري
محافظة إدلب,جسر الشغور,دركوش,الظهر
محافظة إدلب,جسر الشغور,دركوش,طورين
محافظة إدلب,جسر الشغور,دركوش,الزهراء (خربة عامود)
محافظة إدلب,جسر الشغور,دركوش,الزنبقي
محافظة إدلب,جسر الشغور,دركوش,زرزور
محافظة إدلب,جسر الشغور,الجانودية,آذار
محافظة إدلب,جسر الشغور,الجانودية,الفوز (الزوف)
محافظة إدلب,جسر الشغور,الجانودية,الحمامة (كفر دبين)
محافظة إدلب,جسر الشغور,الجانودية,الحسانية (هتيا)
محافظة إدلب,جسر الشغور,الجانودية,الجانودية
محافظة إدلب,جسر الشغور,الجانودية,جديدة الجسر
محافظة إدلب,جسر الشغور,الجانودية,الملند
محافظة إدلب,جسر الشغور,الجانودية,المضيئة (لوكسين)
محافظة إدلب,جسر الشغور,الجانودية,الناصرة
محافظة إدلب,جسر الشغور,الجانودية,القادرية (قيقون)
محافظة إدلب,جسر الشغور,الجانودية,القنية
محافظة إدلب,جسر الشغور,الجانودية,الطيبة (كترين)
محافظة إدلب,جسر الشغور,الجانودية,اليعقوبية
محافظة إدلب,معرة النعمان,مركز معرة النعمان,أبو دفنة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,أبو مكي
محافظة إدلب,معرة النعمان,مركز معرة النعمان,بابيلا
محافظة إدلب,معرة النعمان,مركز معرة النعمان,البرسة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,بسيدا
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الدانا
محافظة إدلب,معرة النعمان,مركز معرة النعمان,دير شرقي
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الغدقة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الهلبة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,حنتوتين
محافظة إدلب,معرة النعمان,مركز معرة النعمان,حران
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الهرتمية
محافظة إدلب,معرة النعمان,مركز معرة النعمان,حزان
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الحراكي
محافظة إدلب,معرة النعمان,مركز معرة النعمان,جرادة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,جرجناز
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الكنايس
محافظة إدلب,معرة النعمان,مركز معرة النعمان,كفرومة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,كويرس
محافظة إدلب,معرة النعمان,مركز معرة النعمان,معر شمارين
محافظة إدلب,معرة النعمان,مركز معرة النعمان,معر شمشة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,معرشورين
محافظة إدلب,معرة النعمان,مركز معرة النعمان,معصران
محافظة إدلب,معرة النعمان,مركز معرة النعمان,معرة النعمان
محافظة إدلب,معرة النعمان,مركز معرة النعمان,قراطي
محافظة إدلب,معرة النعمان,مركز معرة النعمان,سمكة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,الصرمان
محافظة إدلب,معرة النعمان,مركز معرة النعمان,تل دبس
محافظة إدلب,معرة النعمان,مركز معرة النعمان,تل كرسيان
محافظة إدلب,معرة النعمان,مركز معرة النعمان,تلمنس
محافظة إدلب,معرة النعمان,مركز معرة النعمان,ظهرة تلمنس
محافظة إدلب,معرة النعمان,مركز معرة النعمان,تقانة
محافظة إدلب,معرة النعمان,مركز معرة النعمان,دير الغربي
محافظة إدلب,معرة النعمان,مركز كفر نبل,بسقلا
محافظة إدلب,معرة النعمان,مركز كفر نبل,دارة الكبيرة
محافظة إدلب,معرة النعمان,مركز كفر نبل,الفقيع
محافظة إدلب,معرة النعمان,مركز كفر نبل,فليفل
محافظة إدلب,معرة النعمان,مركز كفر نبل,فطيرة
محافظة إدلب,معرة النعمان,مركز كفر نبل,حاس
محافظة إدلب,معرة النعمان,مركز كفر نبل,حزارين
محافظة إدلب,معرة النعمان,مركز كفر نبل,جبالا
محافظة إدلب,معرة النعمان,مركز كفر نبل,كفر موسى
محافظة إدلب,معرة النعمان,مركز كفر نبل,كفر نبل
محافظة إدلب,معرة النعمان,مركز كفر نبل,كفر عويد
محافظة إدلب,معرة النعمان,مركز كفر نبل,كرسعة
محافظة إدلب,معرة النعمان,مركز كفر نبل,كوكبة
محافظة إدلب,معرة النعمان,مركز كفر نبل,لويبدة
محافظة إدلب,معرة النعمان,مركز كفر نبل,معرتحرمة
محافظة إدلب,معرة النعمان,مركز كفر نبل,معرتماتر
محافظة إدلب,معرة النعمان,مركز كفر نبل,معر تصين
محافظة إدلب,معرة النعمان,مركز كفر نبل,معرزيتا
محافظة إدلب,معرة النعمان,مركز كفر نبل,الملاجة
محافظة إدلب,معرة النعمان,مركز كفر نبل,راشا الشمالية
محافظة إدلب,معرة النعمان,مركز كفر نبل,قوقفين
محافظة إدلب,معرة النعمان,مركز كفر نبل,سفوهن
محافظة إدلب,معرة النعمان,مركز كفر نبل,الشيخ مصطفى
محافظة إدلب,معرة النعمان,مركز كفر نبل,شورلين
محافظة إدلب,معرة النعمان,مركز كفر نبل,ترملا
محافظة إدلب,معرة النعمان,مركز كفر نبل,أم نير
محافظة إدلب,معرة النعمان,مركز خان شيخون,عابدين
محافظة إدلب,معرة النعمان,مركز خان شيخون,بعربو
محافظة إدلب,معرة النعمان,مركز خان شيخون,الهبيط
محافظة إدلب,معرة النعمان,مركز خان شيخون,كفر عين
محافظة إدلب,معرة النعمان,مركز خان شيخون,خان شيخون
محافظة إدلب,معرة النعمان,مركز خان شيخون,النقير
محافظة إدلب,معرة النعمان,مركز خان شيخون,القصابية
محافظة إدلب,معرة النعمان,مركز خان شيخون,أم زيتونة
محافظة إدلب,معرة النعمان,سنجار,أبو شرجي
محافظة إدلب,معرة النعمان,سنجار,أبو العليج
محافظة إدلب,معرة النعمان,سنجار,باشكون
محافظة إدلب,معرة النعمان,سنجار,كراتين الكبير
محافظة إدلب,معرة النعمان,سنجار,البرج
محافظة إدلب,معرة النعمان,سنجار,برنان
محافظة إدلب,معرة النعمان,سنجار,الدريبية
محافظة إدلب,معرة النعمان,سنجار,الدوادية
محافظة إدلب,معرة النعمان,سنجار,لويبدة شرقية
محافظة إدلب,معرة النعمان,سنجار,اعجاز
محافظة إدلب,معرة النعمان,سنجار,فحيل جلاس
محافظة إدلب,معرة النعمان,سنجار,فروان
محافظة إدلب,معرة النعمان,سنجار,غزيلة
محافظة إدلب,معرة النعمان,سنجار,حلبان
محافظة إدلب,معرة النعمان,سنجار,حوا
محافظة إدلب,معرة النعمان,سنجار,الحيصة
محافظة إدلب,معرة النعمان,سنجار,الجابرية
محافظة إدلب,معرة النعمان,سنجار,الجهمان
محافظة إدلب,معرة النعمان,سنجار,جب القصب
محافظة إدلب,معرة النعمان,سنجار,كفريا المعرة
محافظة إدلب,معرة النعمان,سنجار,كرسنتي
محافظة إدلب,معرة النعمان,سنجار,خيرية
محافظة إدلب,معرة النعمان,سنجار,خوين الشعر
محافظة إدلب,معرة النعمان,سنجار,خيارة
محافظة إدلب,معرة النعمان,سنجار,كراتين صغير
محافظة إدلب,معرة النعمان,سنجار,خيرية صغيرة
محافظة إدلب,معرة النعمان,سنجار,مغارة ميرزا
محافظة إدلب,معرة النعمان,سنجار,المكسر
محافظة إدلب,معرة النعمان,سنجار,مردغانة (برتقالة)
محافظة إدلب,معرة النعمان,سنجار,المريجب
محافظة إدلب,معرة النعمان,سنجار,مريجب المشهد
محافظة إدلب,معرة النعمان,سنجار,المتوسطة
محافظة إدلب,معرة النعمان,سنجار,نباز
محافظة إدلب,معرة النعمان,سنجار,لويبدة شمالية
محافظة إدلب,معرة النعمان,سنجار,العوجة
محافظة إدلب,معرة النعمان,سنجار,قصر الأبيض
محافظة إدلب,معرة النعمان,سنجار,قطرة
محافظة إدلب,معرة النعمان,سنجار,ربيعة برنان
محافظة إدلب,معرة النعمان,سنجار,ربيعة موسى
محافظة إدلب,معرة النعمان,سنجار,رسم العبد
محافظة إدلب,معرة النعمان,سنجار,سنجار
محافظة إدلب,معرة النعمان,سنجار,صريع
محافظة إدلب,معرة النعمان,سنجار,الصيادي
محافظة إدلب,معرة النعمان,سنجار,صراع
محافظة إدلب,معرة النعمان,سنجار,الشعرة (شعرة العجائز)
محافظة إدلب,معرة النعمان,سنجار,الشيخ بركة
محافظة إدلب,معرة النعمان,سنجار,أم مويلات جنوبية
محافظة إدلب,معرة النعمان,سنجار,الصقيعة
محافظة إدلب,معرة النعمان,سنجار,تل دم
محافظة إدلب,معرة النعمان,سنجار,تل العوجة
محافظة إدلب,معرة النعمان,سنجار,تل حلاوة
محافظة إدلب,معرة النعمان,سنجار,تلعمارة
محافظة إدلب,معرة النعمان,سنجار,ثليجة
محافظة إدلب,معرة النعمان,سنجار,أم صهريج
محافظة إدلب,معرة النعمان,سنجار,أم تيني
محافظة إدلب,معرة النعمان,سنجار,سرجة غربية
محافظة إدلب,معرة النعمان,سنجار,سرجة شرقية
محافظة إدلب,معرة النعمان,التمانعة,أبو دالي
محافظة إدلب,معرة النعمان,التمانعة,أبو عمر
محافظة إدلب,معرة النعمان,التمانعة,خوين الكبير
محافظة إدلب,معرة النعمان,التمانعة,البريصة
محافظة إدلب,معرة النعمان,التمانعة,الدجاج
محافظة إدلب,معرة النعمان,التمانعة,الفرجة
محافظة إدلب,معرة النعمان,التمانعة,الحمدانية
محافظة إدلب,معرة النعمان,التمانعة,المشرف (رجم المشرف)
محافظة إدلب,معرة النعمان,التمانعة,مشيرفة قبلية
محافظة إدلب,معرة النعمان,التمانعة,النيحة
محافظة إدلب,معرة النعمان,التمانعة,مشيرفة شمالية
محافظة إدلب,معرة النعمان,التمانعة,قليعات الطوبية
محافظة إدلب,معرة النعمان,التمانعة,الرفة
محافظة إدلب,معرة النعمان,التمانعة,الرويضة
محافظة إدلب,معرة النعمان,التمانعة,سحال
محافظة إدلب,معرة النعمان,التمانعة,شطيب
محافظة إدلب,معرة النعمان,التمانعة,سكيك
محافظة إدلب,معرة النعمان,التمانعة,تل خنزير
محافظة إدلب,معرة النعمان,التمانعة,تل مرق
محافظة إدلب,معرة النعمان,التمانعة,الطامة
محافظة إدلب,معرة النعمان,التمانعة,التمانعة
محافظة إدلب,معرة النعمان,التمانعة,أم الخلاخيل
محافظة إدلب,معرة النعمان,التمانعة,أم جلال
محافظة إدلب,معرة النعمان,التمانعة,سكيات
محافظة إدلب,معرة النعمان,التمانعة,تل ترعي
محافظة إدلب,معرة النعمان,حيش,أبو حبة
محافظة إدلب,معرة النعمان,حيش,العامرية
محافظة إدلب,معرة النعمان,حيش,العامودية
محافظة إدلب,معرة النعمان,حيش,أرمنايا
محافظة إدلب,معرة النعمان,حيش,بابولين
محافظة إدلب,معرة النعمان,حيش,حيش
محافظة إدلب,معرة النعمان,حيش,كفرباسين
محافظة إدلب,معرة النعمان,حيش,كفر سجنة
محافظة إدلب,معرة النعمان,حيش,معر حطاط
محافظة إدلب,معرة النعمان,حيش,معيصرونة
محافظة إدلب,معرة النعمان,حيش,موقا
محافظة إدلب,معرة النعمان,حيش,ركايا سجنة
محافظة إدلب,معرة النعمان,حيش,صهيان
محافظة إدلب,معرة النعمان,حيش,الشيخ دامس
محافظة إدلب,معرة النعمان,حيش,التح
محافظة إدلب,معرة النعمان,حيش,تحتايا
محافظة إدلب,معرة النعمان,حيش,الصالحية
محافظة إدلب,معرة النعمان,حيش,جبالا الشرقية
محافظة إدلب,حارم,مركز حارم,عريبا
محافظة إدلب,حارم,مركز حارم,بسنيا
محافظة إدلب,حارم,مركز حارم,حارم
محافظة إدلب,حارم,مركز حارم,كفرحوم
محافظة إدلب,حارم,مركز حارم,كفر مو
محافظة إدلب,حارم,مركز حارم,ميرا سحاق
محافظة إدلب,حارم,مركز الدانا,عقربات
محافظة إدلب,حارم,مركز الدانا,أطمة
محافظة إدلب,حارم,مركز الدانا,برج النمرة
محافظة إدلب,حارم,مركز الدانا,الدانا
محافظة إدلب,حارم,مركز الدانا,دير حسان (درحشان)
محافظة إدلب,حارم,مركز الدانا,حرزة
محافظة إدلب,حارم,مركز الدانا,كفردريان
محافظة إدلب,حارم,مركز الدانا,قاح
محافظة إدلب,حارم,مركز الدانا,سرمدا
محافظة إدلب,حارم,مركز الدانا,صلوة
محافظة إدلب,حارم,مركز الدانا,تل الكرامة
محافظة إدلب,حارم,مركز الدانا,ترمانين
محافظة إدلب,حارم,مركز الدانا,تلعادة
محافظة إدلب,حارم,مركز سلقين,أبو طلحة
محافظة إدلب,حارم,مركز سلقين,العلاني
محافظة إدلب,حارم,مركز سلقين,عزمارين
محافظة إدلب,حارم,مركز سلقين,بتيا
محافظة إدلب,حارم,مركز سلقين,حير جاموس كبير
محافظة إدلب,حارم,مركز سلقين,بوزانطي
محافظة إدلب,حارم,مركز سلقين,دلبيا
محافظة إدلب,حارم,مركز سلقين,عين البكارة
